pool,project,symbol,chain,tvlUsd,apy,apyBase,apyReward,apyMean30d,sigma,mu,stablecoin,ilRisk,exposure,outlier,prediction_class,prediction_prob_pct,poolMeta
dfbdb08e-3327-4f1c-80cb-3fa8546b0fbb,woofi-earn,ETH,Arbitrum,264796,1.74451,1.74451,0.0,1.53065,0.12011,5.68764,False,no,single,False,Stable/Up,78.0,SuperchargerV1
19f35e0a-791e-48d0-b391-8de8da2e0a13,gmx-v2-perps,WBTC.B-USDC,Arbitrum,264466,29.90683,29.90683,,9.35056,0.25691,3.78949,False,yes,multi,False,Down,95.0,
445aec38-67cf-4aa8-af22-639875df0f78,fluid-dex,SYRUPUSDC-USDC,Arbitrum,261763,0.0,0.0,,0.73725,0.13605,0.92461,True,no,multi,False,,,
5cd46a12-e454-4c61-bf96-089f5feb2581,curve-dex,CRVUSD-USDC,Arbitrum,260497,3.928,1.52,2.408,2.38287,0.19617,5.9397,True,no,multi,False,Stable/Up,74.0,
9c75059f-782b-4969-972e-081078ff2725,uniswap-v4,XAUT0-USDC,Arbitrum,260297,0.07307,0.07307,,3.73399,0.38224,3.11352,False,yes,multi,False,Stable/Up,64.0,0.05%
dd5114e9-081b-41e4-8d00-41740d0bef8f,gamma,RDPX-WETH,Arbitrum,260172,0.0,0.0,0.0,0.0,0.47192,2.29404,False,yes,multi,False,,,
87482230-5390-44a2-b54f-9510fd3ae6e5,toros,USDY,Arbitrum,259546,6.34,,,6.6051,0.2063,5.82186,True,no,single,False,Down,63.0,
3a153acc-7430-405b-a5d8-5d8f2734d0f2,gmx-v2-perps,ETH-USDC,Arbitrum,257184,1.72073,1.72073,,3.542,0.22308,3.2674,False,yes,multi,False,Stable/Up,65.0,
2a75b948-c90e-4bc8-a238-9deeaf9eceb2,symbiosis,USDC,Arbitrum,255128,4.83418,4.83418,,4.79728,0.07642,3.48012,True,no,single,False,Down,67.0,
e012ca5a-a281-4cf5-a33f-d5710792ab6d,beefy,WETH-USDC,Arbitrum,255122,42.07834,,,30.92609,2.51242,65.87574,False,yes,multi,True,Down,56.00000000000001,Sushi
2f0dff56-ccec-4aa4-b66a-dff94a74c47d,dolomite,GM,Arbitrum,253829,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
a29ce33e-5994-486e-b76e-4a52692d2571,compound-v3,WBTC,Arbitrum,251059,0.0,,,0.0,0.0,0.0,False,no,single,False,,,USDC-pool
519b0477-d3be-4c8a-9697-e16ee7321b68,dolomite,GM,Arbitrum,248689,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
700a5201-4251-4b0a-b711-b547bcd40d7a,dolomite,GM,Arbitrum,248657,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
b9783c07-05de-4c55-97ac-2e1929aff338,gmx-v2-perps,PENDLE-USDC,Arbitrum,248507,9.9805,9.9805,,6.33743,0.37029,9.91582,False,yes,multi,False,Stable/Up,66.0,
a5ca19a4-c665-4cc6-9a6e-13ccc44c3da0,stake-dao,WBTC-TBTC,Arbitrum,244448,0.24045,0.24,0.00045,0.22136,0.06624,0.82594,False,no,multi,False,Stable/Up,55.00000000000001,Curve
e1c4fef6-2a6e-442f-82c4-da14c07e1ca9,gmx-v2-perps,AAVE-USDC,Arbitrum,239926,27.96049,27.96049,,19.50203,0.59773,17.94612,False,yes,multi,False,Down,69.0,
61390e39-948c-4d52-9d47-b5cece228647,gmx-v2-perps,GMX-USDC,Arbitrum,239906,119.04146,119.04146,,38.50683,0.89684,24.56879,False,yes,multi,False,Down,96.0,
aaf1d75c-98d8-40ca-aa90-cc1cf089560f,overnight-finance,USDT-,Arbitrum,239285,1.38545,1.38545,,1.38346,0.0158,1.37741,False,yes,multi,False,Stable/Up,56.00000000000001,
0bf3cb38-1908-4d85-87c3-af62651d5a03,curve-dex,MIM-2CRV,Arbitrum,238567,0.1,0.1,0.0,0.20591,0.32992,0.82973,False,yes,multi,False,Stable/Up,53.0,
24fe98a4-10ce-4690-903b-ac605e599093,ipor-derivatives,USDC,Arbitrum,238556,3.82875,3.82875,,2.97077,0.24348,6.69868,True,no,single,False,Stable/Up,80.0,
61c95d3d-a8c5-4ece-891a-4aae31f033e1,gmx-v2-perps,WBTC.B-USDC,Arbitrum,233874,3.05915,3.05915,,9.27317,0.3998,6.2363,False,yes,multi,False,Stable/Up,52.0,
21320dfc-69d0-40c7-a224-7bead1fb576e,aave-v3,EZETH,Arbitrum,227616,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
0e79d067-1a54-4e24-8239-ec75e5f5bd22,toros,ETHY,Arbitrum,226553,0.49,,,0.56764,0.79333,8.55731,False,no,single,False,Stable/Up,53.0,
896fdcf6-9e7c-48b9-8a83-d7bb3abce21f,gmx-v2-perps,ETH-USDC,Arbitrum,225145,5.46897,5.46897,,6.57309,0.61649,16.11903,False,yes,multi,False,Stable/Up,67.0,
77e99d6c-4c71-4d55-8320-5f5559e8666e,curve-llamalend,WBTC,Arbitrum,224902,0.0,,,0.0,0.0,0.0,False,no,single,False,,,crvUSD borrow
d8f13b99-3eb8-436f-97d6-882ea1eff8f4,uniswap-v3,WETH-USDC.E,Arbitrum,223949,8.52897,8.52897,,12.55651,0.93861,21.36709,False,yes,multi,False,Stable/Up,63.0,0.3%
8d798f61-4374-4e0a-a4a7-9f97a790c352,gmd-protocol,BTC,Arbitrum,223744,5.1143,5.1143,,5.1143,0.14398,5.92782,False,yes,single,False,Stable/Up,59.0,
f413a14f-e487-4325-8c88-3f3665e71606,camelot-v3,GNS-WETH,Arbitrum,221019,15.98631,15.98631,,26.25661,1.08787,24.9278,False,yes,multi,False,Down,50.0,
9416081e-458b-4719-8e92-22115ecc7adf,gmx-v2-perps,WBTC.B-USDC,Arbitrum,219928,12.53993,12.53993,,17.88666,0.53325,15.84743,False,yes,multi,False,Stable/Up,68.0,
d5579c5e-c85c-4e3b-bf94-c00090c76aaa,gmx-v2-perps,WBTC.B-USDC,Arbitrum,216668,16.78056,16.78056,,3.88712,0.18737,2.63321,False,yes,multi,False,Down,97.0,
b55dc023-692d-4b8c-9ef7-f2928f135cd0,uniswap-v4,WBTC-USDC,Arbitrum,216067,26.26831,26.26831,,19.0662,1.37083,25.72716,False,yes,multi,False,Down,57.99999999999999,1.00%
cbe1ac9a-0b0e-47ab-a90b-e2a44574a84b,camelot-v3,GRAIL-USDC,Arbitrum,215499,0.577,0.577,,0.89894,0.31992,4.03987,False,yes,multi,False,Stable/Up,67.0,
12c85226-c003-45ef-b1f4-af6463ab094f,gmx-v2-perps,AVAX-USDC,Arbitrum,215339,20.06745,20.06745,,25.1685,0.73167,25.19016,False,yes,multi,False,Down,56.99999999999999,
eb782bdd-b9a5-4522-914d-285049ce9e9f,uniswap-v3,WETH-UNI,Arbitrum,214491,29.12674,29.12674,,29.05722,0.85656,18.49734,False,yes,multi,False,Down,77.0,0.3%
a0adee00-d1ff-42da-860d-5a0b4662a62d,uniswap-v3,WETH-CRYPTO,Arbitrum,211501,0.0,0.0,,0.34676,1.02742,11.16665,False,yes,multi,False,,,1%
b299391c-5db6-4885-9237-5d5b85e0c5f2,toros,USDMNY,Arbitrum,208429,16.6,,,11.36365,0.54905,7.99626,True,no,single,False,Down,72.0,
95fd15b0-f05e-470f-a87b-ac3d58c2d9a0,uniswap-v3,WETH-AAVE,Arbitrum,206919,17.1808,17.1808,,14.38799,1.32454,41.28627,False,yes,multi,True,Stable/Up,83.0,0.3%
fad38baa-78b7-410b-b72b-5db39b7f6f51,uniswap-v3,WETH-LINK,Arbitrum,206151,10.75925,10.75925,,17.11614,0.89191,24.42656,False,yes,multi,False,Stable/Up,60.0,0.05%
e759712b-c297-4182-8422-0672186f7e84,gammaswap-open-interest,WBTC-WETH,Arbitrum,204170,0.16103,0.16103,,0.37637,0.10506,1.52794,False,yes,multi,False,Stable/Up,56.99999999999999,
71e38ce6-656a-412c-b5b2-7443d37a082e,uniswap-v3,WBTC-USDC,Arbitrum,204103,15.73329,15.73329,,22.39758,0.22186,0.75546,False,yes,multi,False,Down,83.0,0.3%
d1a3947b-c4c8-4ca3-80d9-c91a5decbc9e,camelot-v2,WETH-OHM,Arbitrum,203348,0.01051,0.01051,,0.4334,0.19528,2.49713,False,yes,multi,False,Stable/Up,63.0,
7b60d0bd-fb38-4871-b4e7-d3395cdb252d,uniswap-v3,ARB-USDC.E,Arbitrum,203056,8.56682,8.56682,,9.68044,1.69151,72.92337,False,yes,multi,True,Stable/Up,80.0,0.05%
703db9e1-88af-43dd-ba99-44877f7c53f8,uniswap-v4,ETH-USDT,Arbitrum,202625,2.18387,2.18387,,7.41945,0.64503,17.83381,False,yes,multi,False,Stable/Up,64.0,0.30%
fbd3fe22-8f3f-4479-a0bb-c7f6c2dec4f5,gmx-v2-perps,ETH-USDC,Arbitrum,200494,0.0,0.0,,0.0,4.56231,31.1141,False,yes,multi,True,,,
a36ab020-b495-4f52-ba10-7c5517b76725,uniswap-v4,ETH-PENDLE,Arbitrum,196363,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
2a22810b-7a35-4335-bb36-25da2b54cfe7,balancer-v2,WBTC-TBTC,Arbitrum,196333,0.96357,0.96357,0.0,0.26945,0.07272,0.38501,False,no,multi,False,Down,76.0,
090bbc01-1bfb-435d-b928-58ea9bdc8a25,uniswap-v3,PENDLE-USDC,Arbitrum,196289,16.03695,16.03695,,34.32811,0.38402,1.54789,False,yes,multi,False,Down,90.0,0.3%
d3f4305d-ac0a-4e5a-b814-67c3d7c3b6f0,compound-v3,TBTC,Arbitrum,194878,0.0,,,0.0,0.0,0.0,False,no,single,False,,,USDT-pool
90a8b221-8f2f-4aa9-a0d4-236eb55ebff9,uniswap-v3,USDD-USDC.E,Arbitrum,194855,0.00279,0.00279,,0.03423,0.02673,0.08365,True,no,multi,False,Stable/Up,60.0,0.05%
1e3566c2-fe29-4e2b-a127-d8fa608a388a,morpho-blue,STEAKUSDC,Arbitrum,194198,3.62829,3.62829,0.0,4.55097,0.05643,3.82671,True,no,single,False,Down,50.0,
a29db313-6acc-4bae-867d-d49a139a2a96,uniswap-v3,TUSD-USDC.E,Arbitrum,192800,0.0,0.0,,3e-05,0.0747,0.25869,True,no,multi,False,,,0.05%
f73ea1af-90f3-4e48-b160-f678f9a4f8aa,morpho-blue,GTUSDCB,Arbitrum,191919,3.92341,3.92341,0.0,4.28354,0.05667,4.28885,True,no,single,False,Stable/Up,54.0,
83bf9b9c-e031-4687-b221-fa91133b8205,curve-dex,FRAX-FXB-20261231,Arbitrum,191581,2.72,2.72,0.0,2.73603,0.29989,4.74357,False,yes,multi,False,Stable/Up,63.0,
0ef269a0-a9ca-495c-b003-45a71cba3f96,gmx-v2-perps,ETH-USDC,Arbitrum,190976,4.88085,4.88085,,2.83107,0.47555,8.03866,False,yes,multi,False,Down,60.0,
443b504b-d5d0-4bf8-a670-1a051d0ba2c0,gmx-v2-perps,WBTC.B-USDC,Arbitrum,189172,7.57404,7.57404,,12.04485,0.69145,18.86021,False,yes,multi,False,Stable/Up,63.0,
3c8c3734-d1c8-4226-993a-c19775bfa6da,stargate-v1,USDT,Arbitrum,188500,0.0,,0.0,0.0,0.12759,1.41414,True,no,single,False,,,
a06c183f-3b9f-4492-b21e-6b55bb5560cc,uniswap-v4,WBTC-CBBTC,Arbitrum,187289,0.0,0.0,,0.0,0.0,0.0,False,no,multi,False,,,0.00%
f06408fd-c7a3-4b2b-a94c-9d8a39357999,beefy,WETH-USDC,Arbitrum,185075,25.33677,,,32.48089,1.21305,44.04398,False,yes,multi,True,Stable/Up,79.0,Pancakeswap
02f8eb07-4357-4b1e-a175-bdc8c4f4b61d,gmx-v2-perps,ETH-USDC,Arbitrum,184668,23.29105,23.29105,,39.01811,0.64198,14.56021,False,yes,multi,False,Down,68.0,
ba3aafd5-3504-4b6a-86e6-fbaf984a6019,uniswap-v4,ETH-RYZE,Arbitrum,183860,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
358f48dd-d161-4eb2-b256-6808fe80dacb,morpho-blue,THBILL,Arbitrum,183226,0.0,,,0.0,0.0,0.0,False,no,single,False,,,
49116ccf-0a6d-48ac-a9de-cc6d62117734,gmx-v2-perps,GMX-GMX,Arbitrum,182920,12.70353,12.70353,,3.56098,0.36323,9.54941,False,no,multi,False,Stable/Up,62.0,
3c88637c-ef45-41ac-8e4f-d4f72eb7e3c6,stake-dao,CRVUSD,Arbitrum,182902,5.90056,0.5238,5.37676,7.22495,0.10354,8.10261,True,no,single,False,Stable/Up,65.0,Curve LlamaLend WBTC
21b4fa3a-1203-4027-9f21-628cf73d148e,uniswap-v4,ETH-USDC,Arbitrum,181205,0.0,0.0,,0.0,11.70701,141.5496,False,yes,multi,True,,,Dynamic fee (hook)
ac6586ef-aeec-4448-bab8-c3a1b14b59a3,balancer-v3,BALANCERRETH-AAVEWETH,Arbitrum,176864,1.39415,1.39415,0.0,2.53336,0.09565,2.37137,False,no,multi,False,Stable/Up,56.00000000000001,
57437274-42a0-45eb-8389-992b8b71fc44,uniswap-v3,WETH-ARB,Arbitrum,175922,6.60248,6.60248,,33.74684,1.16133,13.0672,False,yes,multi,False,Stable/Up,51.0,1%
a7c397dc-f960-4c39-a267-3353acdfa4c9,gmx-v2-perps,ETH-USDC,Arbitrum,175074,3.74312,3.74312,,7.06118,0.34902,7.85964,False,yes,multi,False,Stable/Up,68.0,
7f0da0dd-041b-4bfe-b9f9-d76be8f9c141,kyberswap-fairflow,WBTC-CBBTC,Arbitrum,174880,31.41212,5.65843,25.7537,14.67742,0.54917,11.62675,False,no,multi,False,Down,93.0,Univ4 Kyber FairFlow
30ae04c0-1654-4ce7-abaa-6a6220e03fe0,uniswap-v4,ETH-WXTZ,Arbitrum,174854,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
c34b6d2c-4374-49a9-8176-f846e9d9be87,silo-v2,WSTUSR,Arbitrum,174166,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,149
becdf40b-62cf-42cb-83f5-9891fd652630,uniswap-v4,WBTC-CBBTC,Arbitrum,173796,0.0,0.0,,0.0,0.0,0.0,False,no,multi,False,,,0.01%
b649f638-8b45-4abb-b5b8-cc2a6ab47190,uniswap-v3,VCNT-USDC,Arbitrum,172362,0.70296,0.70296,,5.12848,0.0863,0.28187,False,yes,multi,False,Down,69.0,0.3%
317f2585-37ee-444a-862f-446a6173096a,curve-llamalend,WETH,Arbitrum,171825,0.0,,,0.0,0.0,0.0,False,no,single,False,,,crvUSD borrow
9133499d-2790-426f-9049-237282cb59f9,curve-dex,USDC-USD₮0,Arbitrum,171016,5.21956,2.14,3.07956,4.21852,0.11695,6.07223,False,yes,multi,False,Stable/Up,53.0,
02ca9060-f168-4658-8257-4cb32c938089,uniswap-v4,EVA-USDT,Arbitrum,169642,10.39805,10.39805,,11.52161,0.64472,7.00886,False,yes,multi,False,Down,75.0,0.30%
f244f47c-c632-4ca6-ad91-17fe1935a7f5,uniswap-v3,USDC-BURN,Arbitrum,168920,0.02248,0.02248,,0.14821,0.00794,0.01353,False,yes,multi,False,Stable/Up,56.99999999999999,0.3%
e1a9291b-17ec-437a-a3f0-4d25776f58ff,morpho-blue,SPL,Arbitrum,168847,3.57031,3.57031,0.0,3.77612,0.05048,3.67125,False,no,single,False,Stable/Up,57.99999999999999,
f44f5bd1-32d8-48df-a338-889059a9d399,gmx-v2-perps,ETH-USDC,Arbitrum,167594,6.92844,6.92844,,2.8546,0.08727,3.49296,False,yes,multi,False,Down,76.0,
cd0b7ace-e224-4da3-9c3d-4ae71763c379,stargate-v1,SGETH,Arbitrum,166216,0.0,,0.0,0.0,0.07908,0.7409,False,no,single,False,,,
a15170cc-d6d7-457f-9d1f-64ee5f881842,camelot-v3,WEETH-WETH,Arbitrum,165787,0.40174,0.40174,,1.7182,0.31218,3.30069,False,no,multi,False,Stable/Up,60.0,
8a677275-3e27-4a3b-a262-a5e2c79dfc98,balancer-v2,WSTETH-UPDOGE,Arbitrum,165280,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,
f2308992-d35b-42a3-a846-594f709fff0d,uniswap-v3,MXNB-USDT,Arbitrum,163374,0.0,0.0,,0.19717,0.04335,0.15543,False,yes,multi,False,,,0.3%
7df9a60c-61eb-4708-a5a4-613275ddf3f9,uniswap-v3,USDC-GMX,Arbitrum,163324,0.36594,0.36594,,11.39769,0.22689,0.98329,False,yes,multi,False,Down,56.99999999999999,1%
99b5eb89-f35d-497a-8a58-702212b6d559,fluid-lending,WEETH,Arbitrum,160289,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
80e49e3d-9a80-4ff9-a816-e3d8d20b0fdf,uniswap-v4,XAUT0-USDT,Arbitrum,159883,29.64589,29.64589,,14.02278,1.36482,26.93661,False,yes,multi,False,Down,62.0,0.60%
8957da1b-9d3c-438a-9bc1-fbab4dfce2c9,curve-dex,WETH-FRXETH,Arbitrum,158717,0.0,0.0,0.0,0.00874,0.26444,0.67228,False,no,multi,False,,,
731d3126-d2b7-48a9-894d-ceec5ac1f647,uniswap-v3,USDRIF-USDT,Arbitrum,157785,0.0,0.0,,0.0,0.26163,0.90019,True,no,multi,False,,,0.3%
174054ae-6a04-4796-9899-9f2b472d9ad3,harvest-finance,WBTC,Arbitrum,157326,0.64,0.64,,0.41024,0.09513,1.98502,False,no,single,False,Stable/Up,64.0,Dolomite
9984360f-b781-4018-9d54-3444c4ea6c55,uniswap-v3,PEAR-WETH,Arbitrum,157049,5.93099,5.93099,,3.83279,1.2599,15.56382,False,yes,multi,False,Stable/Up,59.0,0.3%
383ae6a9-03e8-4698-909a-ad75eef9a67d,euler-v2,TETH,Arbitrum,153797,0.0,0.0,,0.0,0.00862,0.08657,False,no,single,False,,,EVK Vault etETH-1
3f3a4a11-f3b1-4a2d-a2e4-f34ef792aa91,uniswap-v3,WETH-KNS,Arbitrum,153792,0.0,0.0,,0.01001,0.00931,0.06605,False,yes,multi,False,,,0.01%
08d1221e-85cd-4feb-a9e4-9a0e552d2a05,uniswap-v3,ARB-USDT,Arbitrum,153489,47.95886,47.95886,,33.40435,1.50175,43.90118,False,yes,multi,True,Stable/Up,63.0,0.3%
0b078856-eb5d-4958-9ef4-8b490956ca95,ample,USDC,Arbitrum,153359,5.03874,5.03874,,13.94311,0.39897,14.5753,True,no,single,False,Stable/Up,83.0,
080d7a98-8c6e-46ac-9479-64b6ee14c380,beefy,CRVUSD-USDT0,Arbitrum,153257,4.73542,,,4.18578,0.32846,9.8759,True,no,multi,False,Stable/Up,83.0,Convex
5c93a241-6c43-4c94-8286-5bdb6127a1c1,uniswap-v3,ANT-USDC,Arbitrum,152813,20.75437,20.75437,,20.28617,0.2827,1.61699,False,yes,multi,False,Down,91.0,0.3%
bedc1860-dc07-4215-a64e-f09ee7513b58,gmx-v2-perps,ETH-USDC,Arbitrum,151315,27.17303,27.17303,,15.28402,0.80438,9.42159,False,yes,multi,False,Down,83.0,
bd655034-56b8-4b66-a8a1-7b0732bc5dba,camelot-v3,APEX-WETH,Arbitrum,147986,5.71166,5.71166,,8.61957,2.10238,33.2848,False,yes,multi,True,Stable/Up,79.0,
50fa251e-e773-4fcd-b7bf-1a77aa61676d,uniswap-v3,USDC-MXNB,Arbitrum,147943,0.0,0.0,,0.84377,0.06072,0.19305,False,yes,multi,False,,,0.05%
edf39882-a615-4931-83d3-7acfddfebd43,uniswap-v3,LINK-USDT,Arbitrum,147909,17.14871,17.14871,,16.32837,1.66476,49.97615,False,yes,multi,True,Stable/Up,85.0,0.3%
9f639eaa-95ed-4814-a696-4281364d4d7f,gamma,XY-USD₮0,Arbitrum,146412,0.0,0.0,0.0,0.0,0.05882,0.15185,False,yes,multi,False,,,0.05%
79dbe362-f71c-426c-9b29-2112f97ce4f5,gmx-v2-perps,WSTETH-USDE,Arbitrum,146111,1.09718,1.09718,,3.07135,0.64669,8.19895,False,yes,multi,False,Down,56.99999999999999,
df91a9a9-a89d-4bd0-9088-0d049d5fcea1,gmx-v2-perps,ETH-USDC,Arbitrum,145697,138.15564,138.15564,,33.08072,0.53063,6.76873,False,yes,multi,False,Down,96.0,
76bad788-1d19-450d-a048-9c74490cce2a,gmx-v2-perps,ETH-USDC,Arbitrum,145564,0.09324,0.09324,,1.43081,1.07717,10.79294,False,yes,multi,False,Stable/Up,62.0,
edcd0773-dec3-4ed6-8fbb-c4c7d7b79f07,dolomite,WSTETH,Arbitrum,145221,0.00937,0.00937,,0.03382,0.10575,1.12491,False,no,single,False,Stable/Up,71.0,
a53d6563-9a40-4b62-adfa-ef3e7d1af18b,beefy,WAARBUSDCN-EURE,Arbitrum,144378,3.20827,,,3.97097,0.17439,7.49578,True,yes,multi,False,Stable/Up,78.0,Aura
829ac1b4-2129-4699-a412-59a5d7dbab64,compound-v3,WSTETH,Arbitrum,144119,0.0,,,0.0,0.0,0.0,False,no,single,False,,,WETH-pool
bb9bd2df-3a47-4410-90f3-168abf7bfd13,toros,BTCY,Arbitrum,141657,0.0,,,0.0,0.65369,7.1713,False,no,single,False,,,
c86c7089-2962-4d6f-b9cd-509752b7f7ea,camelot-v3,WETH-LINK,Arbitrum,141652,5.96804,5.96804,,11.50165,1.57431,38.68898,False,yes,multi,True,Stable/Up,82.0,
1deface8-78bd-4c8f-a1f8-685df5d33f94,fusion-by-ipor,WBTC,Arbitrum,141340,0.6406,0.6406,0.0,0.41028,0.03115,1.02551,False,no,single,False,Stable/Up,72.0,Harvest WBTC vault Arbitrum
64826e3d-a775-4d7a-8ab1-3c77d1c758d8,harvest-finance,WBTC,Arbitrum,141327,0.49,0.49,,0.26024,0.02955,0.90995,False,no,single,False,Stable/Up,71.0,Autopilot
7aab7b0f-01c1-4467-bc0d-77826d870f19,aave-v3,USDC,Arbitrum,140760,4.19454,4.19454,,3.9039,0.16136,3.67128,True,no,single,False,Down,59.0,
753707cd-8a01-45c1-ab09-c460a45fc99b,uniswap-v4,ETH-PENDLE,Arbitrum,140063,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.40%
7be4f8c2-d5c6-4961-bbec-e362fa4a1f4a,allbridge-classic,USDT,Arbitrum,139925,0.00441,0.00441,,0.04263,0.00568,0.10576,True,no,single,False,Stable/Up,59.0,
077ad274-8cd5-498a-b458-9f727e3caec2,camelot-v2,JONES-WETH,Arbitrum,139922,0.05063,0.05063,0.0,0.0554,0.2732,2.23352,False,yes,multi,False,Stable/Up,68.0,
23da65dd-516b-4a51-b12d-4d42ec6cfcb1,uniswap-v4,USDAI-USDC,Arbitrum,137108,0.0,0.0,,0.0,0.0,1e-05,True,no,multi,False,,,0.30%
4606a6d6-445d-4338-81bf-e96c38196bcb,camelot-v2,WETH-USDC,Arbitrum,136803,3.84681,3.84681,0.0,3.5281,0.67626,10.54675,False,yes,multi,False,Stable/Up,55.00000000000001,
8fe49c7b-64b7-49cb-9924-411f618588ef,compound-v3,EZETH,Arbitrum,136510,0.0,,,0.0,0.0,0.0,False,no,single,False,,,USDC-pool
95395442-9b4a-47a9-ad4f-14cbb7a1efd3,overnight-finance,XUSD,Arbitrum,136351,0.77742,0.77742,,0.73569,0.05177,1.41298,True,no,single,False,Stable/Up,69.0,
4b0f0d1d-3f08-4db2-a3d9-63c1d09b76a4,uniswap-v3,CNFI-WETH,Arbitrum,135890,0.0,0.0,,0.15933,0.13171,0.79485,False,yes,multi,False,,,0.3%
c5c4a89d-c73c-4ae3-9b07-7630f28052ab,uniswap-v3,WETH-MXGLP,Arbitrum,133879,0.0,0.0,,0.0,0.00376,0.00366,False,yes,multi,False,,,0.3%
240bcd61-cc7a-40fa-9dec-b6e84e00f65c,uniswap-v3,LPT-WETH,Arbitrum,133409,7.89275,7.89275,,27.25597,1.24681,26.41178,False,yes,multi,False,Stable/Up,81.0,0.3%
b321cd14-b7eb-4347-85d5-fe7f9720b2d8,gmx-v2-perps,WBTC.B-USDC,Arbitrum,132446,3.63634,3.63634,,1.67424,1.49593,17.916,False,yes,multi,False,Stable/Up,67.0,
be3d7cb9-f008-4050-8802-13ea505bcbdf,compound-v3,WETH,Arbitrum,131762,1.65972,1.65972,0.0,1.46136,0.59252,2.80488,False,no,single,False,Down,69.0,
16c09aa8-dc98-4c34-8d14-ebebccae7cf4,uniswap-v3,WETH-NST,Arbitrum,131200,8.89578,8.89578,,6.57317,0.98688,22.51516,False,yes,multi,False,Stable/Up,64.0,0.3%
c329454e-1070-443c-9464-bcd4caff310e,balancer-v2,DAI-USDT-USDC,Arbitrum,130282,0.16554,0.16542,0.00012,0.16497,0.16466,1.5813,True,no,multi,False,Stable/Up,52.0,
1010d1a5-e842-4761-9d39-45e156bb1c72,uniswap-v3,MYRC-USDT,Arbitrum,130148,15.40443,15.40443,,8.84505,0.31182,5.31465,False,yes,multi,False,Down,94.0,0.3%
fdbe85f6-71be-4e9c-9dd3-256b24d22a95,morpho-blue,BBQUSDT0,Arbitrum,129558,5.35172,5.35172,0.0,3.13618,0.07798,3.13997,True,no,single,False,Down,81.0,
4e46dbcc-5249-437e-8eec-38c700d4ba0d,morpho-blue,SFP3,Arbitrum,129535,4.3373,4.3373,0.0,2.60771,0.02624,2.77127,False,no,single,False,Down,52.0,
4b0214bf-be80-464d-9058-8712af9c0cab,uniswap-v3,NYA-WETH,Arbitrum,128668,0.03128,0.03128,,0.01452,0.00143,0.02083,False,yes,multi,False,Stable/Up,60.0,0.01%
7f0f3f5e-4c86-4fd0-ab9b-f66b8bff7d56,uniswap-v4,ETH-PENDLE,Arbitrum,128455,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.21%
76a365b1-2628-4a7a-adad-89488a1b4d89,uniswap-v3,WBTC-USDT,Arbitrum,127789,6.52923,6.52923,,14.36216,1.10985,19.03599,False,yes,multi,False,Stable/Up,56.99999999999999,0.3%
0e1ee178-5770-40e1-b79b-0cb218fe9740,gmx-v2-perps,ETH-USDC,Arbitrum,127322,31.70458,31.70458,,30.75536,0.41389,7.47615,False,yes,multi,False,Down,82.0,
e6f6475b-95a9-4940-853a-a5445825fc5a,gremlix,USDC,Arbitrum,126823,0.0,0.0,,12329.07866,17.46283,399.91916,True,no,single,True,,,USDC Dual Grid Vault
13ba3fdd-e4fa-42cb-98c7-8e9a4278fe7b,uniswap-v3,WETH-ARCHI,Arbitrum,126011,0.0,0.0,,0.00201,0.29896,1.38581,False,yes,multi,False,,,0.3%
36165df5-9bee-45e1-8051-e60982f412dd,fluid-lending,WEETH,Arbitrum,124187,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
e1db0dbc-b530-4525-a407-ec9d930929e7,uniswap-v3,USDC-DAI,Arbitrum,123864,4.06534,4.06534,,2.43956,0.30803,5.57748,True,no,multi,False,Down,67.0,0.01%
d8f76f0a-1649-4212-a96f-c09dd1fd9bb4,dolomite,USD₮0,Arbitrum,123410,3.34405,3.34405,,4.27785,0.38599,9.47454,False,no,single,False,Stable/Up,75.0,
11c8f0ab-4c57-4493-aa5d-648cc69f829a,uniswap-v3,PRESPX-USDT,Arbitrum,123061,0.03713,0.03713,,0.58732,0.05486,0.42141,False,yes,multi,False,Down,51.0,0.3%
8970e648-4be7-4127-abb0-74ce41b559e5,beefy,WBTC-WETH,Arbitrum,122978,1.86685,,,3.23966,0.76618,20.22452,False,yes,multi,False,Stable/Up,62.0,Pancakeswap
6cd5c507-ff67-40ff-b37d-96cdf0985e78,curve-dex,ETH+-WETH,Arbitrum,122442,1.58,1.58,0.0,1.3789,0.15987,3.56489,False,no,multi,False,Stable/Up,70.0,
8d4d3acb-e1bf-471a-8256-36b90a8f4d25,aave-v3,FRAX,Arbitrum,122109,0.41869,0.41869,,0.54204,0.20947,4.50644,True,no,single,False,Stable/Up,70.0,
